total_charges,contract,monthly_charges,payment_method,tenure
98.5,0,49.25,2,2
1356.3,2,20.55,3,66
5632.2,0,104.3,2,54
8182.8,2,113.65,1,72
1021.8,2,19.65,3,52
5459.900000000001,2,76.9,1,71
394.75,0,78.95,2,5
850.5,2,20.25,2,42
89.2,0,44.6,1,2
820.05,0,74.55,2,11
3275.9,0,79.9,1,41
5984.0,2,88.0,1,68
4752.5,0,95.05,2,50
4976.700000000001,0,93.9,2,53
668.4,0,83.55,2,8
5220.0,1,104.4,3,50
5010.0,2,100.2,3,50
480.0,0,60.0,2,8
297.5,0,29.75,3,10
891.7,2,24.1,0,37
3025.75,0,61.75,0,49
606.05,0,35.65,1,17
236.4,2,19.7,3,12
2296.55,0,99.85,2,23
4164.15,2,58.65,3,71
5506.05,2,77.55,1,71
2142.0,0,89.25,2,24
3543.75,1,78.75,1,45
2675.4,1,63.7,1,42
1728.9,0,96.05,2,18
1911.0,2,73.5,1,26
498.15,0,55.35,2,9
88.9,0,44.45,2,2
224.0,0,44.8,3,5
505.2000000000001,0,84.2,2,6
5759.0,0,110.75,2,52
4237.95,2,74.35,0,57
2185.15,1,75.35,0,29
1668.3,2,24.9,3,67
4418.400000000001,0,105.2,2,42
231.6,1,19.3,3,12
241.5,0,34.5,2,7
244.8,0,20.4,3,12
633.75,0,48.75,0,13
2202.55,0,71.05,2,31
269.55,0,29.95,2,9
1291.5,1,20.5,3,63
4441.5,1,98.7,0,45
950.4,1,79.2,2,12
3290.25,0,80.25,2,41
105.25,0,21.05,3,5
3290.85,2,46.35,1,71
5684.400000000001,2,78.95,2,72
621.4499999999999,0,69.05,1,9
4597.650000000001,1,90.15,2,51
1431.5,1,40.9,3,35
5630.8,1,100.55,2,56
1344.6,0,74.7,2,18
4906.0,0,111.5,2,44
1416.0,0,29.5,1,48
713.9000000000001,1,64.9,1,11
7526.0,2,106.0,0,71
2856.0,1,81.6,0,35
822.0,0,34.25,3,24
6282.0,2,104.7,2,60
183.0,0,30.5,1,6
300.0,0,20.0,2,15
2191.35,0,104.35,2,21
679.8000000000001,1,20.6,3,33
20.9,0,20.9,3,1
1133.9,2,19.55,1,58
649.0,1,64.9,3,10
800.25,0,24.25,0,33
25.25,0,25.25,2,1
45.95,0,45.95,3,1
3072.3,1,73.15,2,42
20.15,0,20.15,0,1
763.8000000000001,1,20.1,3,38
253.0,0,50.6,3,5
7150.0,1,110.0,1,65
1438.35,0,33.45,1,43
6112.8,2,84.9,0,72
5664.0,1,94.4,2,60
5549.5,1,100.9,3,55
7913.5,2,113.05,1,70
443.1,0,73.85,3,6
1353.95,1,104.15,1,13
161.2,2,20.15,3,8
4486.5,2,99.7,0,45
5958.9,1,110.35,2,54
2750.55,0,83.35,2,33
1593.9,1,75.9,0,21
5500.0,1,100.0,2,55
75.3,0,75.3,3,1
3029.4,0,68.85,1,44
6271.2,2,87.1,0,72
803.4,0,61.8,0,13
3762.0,0,104.5,1,36
1814.05,2,25.55,0,71
904.5,0,100.5,2,9
2530.0,0,55.0,0,46
6368.400000000001,1,104.4,1,61
5569.2,2,77.35,1,72
824.45,0,74.95,2,11
139.4,0,69.7,2,2
38.7,0,19.35,3,2
316.0,0,79.0,2,4
147.45,0,49.15,2,3
104.4,0,34.8,1,3
2788.55,1,64.85,0,43
1204.75,2,19.75,1,61
4451.65,0,90.85,1,49
2187.9,1,64.35,2,34
50.15,0,50.15,2,1
45.95,0,45.95,3,1
5273.45,2,86.45,1,61
295.0,0,73.75,2,4
4076.9,1,69.1,3,59
181.0,0,45.25,3,4
0.0,2,19.85,3,0
446.6,1,20.3,3,22
6098.400000000001,2,84.7,0,72
453.0,0,30.2,0,15
19.3,0,19.3,2,1
5429.25,2,95.25,2,57
3365.7,0,86.3,3,39
117.0,0,19.5,0,6
1008.8,0,63.05,0,16
1173.9,0,30.1,1,39
79.6,2,19.9,3,4
6298.25,0,106.75,2,59
5827.05,1,84.45,0,69
1687.1999999999998,0,70.3,1,24
122.4,2,20.4,1,6
846.4499999999999,0,94.05,2,9
156.0,2,19.5,0,8
589.5,0,19.65,0,30
4426.8,1,71.4,1,62
738.5,1,21.1,3,35
1053.25,1,19.15,1,55
121.7,0,60.85,2,2
2739.05,0,94.45,2,29
149.9,0,74.95,2,2
1801.8,0,54.6,2,33
379.5,0,75.9,0,5
69.2,0,69.2,2,1
7596.0,2,105.5,2,72
3850.65,0,89.55,3,43
747.5,0,74.75,2,10
1820.0,2,26.0,0,70
2304.0,0,96.0,2,24
448.5,0,19.5,3,23
2203.75,1,51.25,0,43
19.1,0,19.1,3,1
1926.0,0,80.25,2,24
6753.5,1,103.9,0,65
6137.599999999999,0,109.6,3,56
79.1,0,79.1,2,1
2962.4,0,105.8,2,28
378.95,0,29.15,2,13
640.8,0,80.1,0,8
210.45,0,70.15,2,3
19.95,0,19.95,2,1
2317.9,0,89.15,2,26
75.75,0,75.75,2,1
102.5,0,20.5,3,5
2646.0,0,94.5,1,28
648.45,0,58.95,3,11
1144.55,0,104.05,0,11
5309.7,0,80.45,1,66
1117.2,1,19.95,1,56
1330.3000000000002,2,25.1,1,53
93.0,0,31.0,3,3
8449.199999999999,2,117.35,1,72
423.3,0,70.55,1,6
8136.599999999999,2,114.6,0,71
297.0,0,19.8,3,15
3981.45,2,69.85,0,57
1669.4,2,24.55,3,68
403.65,0,31.05,2,13
1753.7,2,24.7,0,71
200.0,0,40.0,3,5
1612.8,1,89.6,1,18
3409.2000000000003,0,94.7,2,36
5332.950000000001,2,84.65,1,63
2139.15,1,54.85,0,39
58.650000000000006,0,19.55,2,3
641.6,2,20.05,0,32
280.8,0,70.2,2,4
2982.4,0,93.2,2,32
1113.0,0,74.2,1,15
405.0,0,81.0,2,5
183.15,2,20.35,3,9
2515.65,1,81.15,3,31
49.5,0,49.5,2,1
81.05,0,81.05,2,1
200.4,0,100.2,2,2
815.5,2,23.3,0,35
97.75,1,19.55,2,5
150.45,0,50.15,2,3
588.5999999999999,0,49.05,0,12
1352.4,2,24.15,0,56
1782.0,2,24.75,1,72
69.4,0,69.4,3,1
84.8,0,84.8,2,1
2342.6,1,90.1,1,26
638.9499999999999,0,49.15,2,13
984.0,1,65.6,1,15
6521.200000000001,0,95.9,2,68
2733.75,0,101.25,2,27
346.75,0,69.35,2,5
1600.0,2,25.0,1,64
1043.2,0,65.2,1,16
159.3,0,79.65,3,2
2033.2,2,39.1,3,52
375.75,2,25.05,0,15
4473.099999999999,1,109.1,0,41
1426.0,0,71.3,1,20
617.6,1,19.3,3,32
50.45,0,50.45,2,1
5997.599999999999,2,83.3,0,72
2881.5,2,84.75,3,34
860.2,2,19.55,0,44
5407.2,2,75.1,0,72
758.0,0,94.75,2,8
239.40000000000003,0,34.2,3,7
1171.15,2,19.85,3,59
289.79999999999995,0,96.6,2,3
4050.8,2,98.8,0,41
1543.3,2,25.3,0,61
2324.3500000000004,0,80.15,0,29
938.4,2,19.55,3,48
20.15,0,20.15,3,1
1587.2,2,24.8,3,64
1203.5,2,20.75,3,58
2462.1000000000004,0,84.9,2,29
662.9,0,94.7,1,7
7440.349999999999,2,111.05,2,67
350.0,1,70.0,3,5
1426.95,2,52.85,0,27
194.2,0,48.55,2,4
20.05,0,20.05,3,1
79.8,0,19.95,2,4
117.9,0,19.65,3,6
33.6,0,33.6,3,1
4133.15,1,84.35,2,49
110.1,0,55.05,1,2
1358.4,0,84.9,2,16
25.4,0,25.4,3,1
1743.75,0,69.75,2,25
1341.25,1,53.65,3,25
7974.0,2,110.75,2,72
200.0,0,20.0,1,10
4557.6,1,84.4,2,54
49.25,0,49.25,1,1
4415.400000000001,2,66.9,0,66
262.2,0,65.55,3,4
142.45000000000002,0,20.35,3,7
3901.95,2,56.55,1,69
765.2,0,95.65,0,8
1388.75,0,55.55,1,25
3740.7,0,101.1,2,37
19.7,0,19.7,3,1
96.4,1,24.1,1,4
339.0,0,33.9,3,10
460.2,2,35.4,3,13
946.2,1,78.85,2,12
1552.45,2,25.45,0,61
6457.75,2,99.35,2,65
3620.400000000001,1,64.65,0,56
4138.650000000001,1,81.15,1,51
3923.75,1,91.25,1,43
49.9,0,49.9,2,1
162.60000000000002,0,54.2,2,3
754.3000000000001,0,39.7,2,19
4848.75,0,107.75,0,45
6813.6,0,100.2,2,68
20.5,0,20.5,3,1
2867.2,0,89.6,2,32
2053.2,1,34.8,3,59
915.75,2,20.35,3,45
2502.0,0,104.25,2,24
5632.200000000001,2,89.4,1,63
1496.4,0,51.6,2,29
4702.5,0,85.5,0,55
679.6,0,84.95,2,8
851.7,0,25.05,0,34
70.25,0,70.25,2,1
549.5,0,54.95,1,10
5207.849999999999,2,73.35,1,71
278.75,0,55.75,3,5
2458.3,1,79.3,3,31
74.6,0,74.6,3,1
1774.0,0,88.7,2,20
383.8,0,20.2,3,19
8107.2,2,112.6,1,72
275.0,2,25.0,3,11
360.2,0,90.05,2,4
2623.75,0,104.95,0,25
1111.5,1,24.7,1,45
6972.8,0,108.95,0,64
82.8,0,20.7,1,4
669.8,0,19.7,3,34
3364.8,2,70.1,1,48
1911.6,0,79.65,3,24
487.2,0,60.9,0,8
6968.0,2,104.0,2,67
932.4,0,66.6,1,14
296.5,0,29.65,2,10
4078.2,1,97.1,2,42
300.75,0,20.05,3,15
91.7,0,45.85,3,2
4731.75,0,105.15,2,45
336.2,0,84.05,0,4
7286.25,2,108.75,1,67
679.8,0,56.65,3,12
5745.0,0,95.75,2,60
50.6,0,50.6,3,1
70.6,0,70.6,3,1
19.9,0,19.9,3,1
347.6,1,43.45,3,8
449.0,0,89.8,2,5
69.15,0,69.15,2,1
1189.0,2,20.5,1,58
7844.400000000001,2,108.95,1,72
577.3000000000001,2,25.1,3,23
482.5,0,96.5,0,5
2740.5,2,39.15,1,70
1014.0,0,84.5,2,12
489.30000000000007,0,69.9,3,7
45.65,0,45.65,2,1
2389.2,1,54.3,2,44
3726.0,2,81.0,3,46
392.0,0,19.6,1,20
3006.4,0,93.95,3,32
20.3,0,20.3,3,1
5711.75,2,85.25,3,67
2860.8500000000004,0,98.65,2,29
1677.6,1,23.3,0,72
1216.1999999999998,0,101.35,2,12
1933.2,0,71.6,0,27
6487.599999999999,2,115.85,3,56
6209.3,1,100.15,2,62
381.7000000000001,0,34.7,3,11
2242.5,0,74.75,2,30
786.0,2,19.65,1,40
944.3,0,24.85,2,38
833.0,0,29.75,3,28
94.4,0,94.4,2,1
540.0,0,45.0,0,12
1881.6,1,78.4,2,24
1807.2,2,25.1,1,72
246.9,0,82.3,3,3
8316.0,2,115.5,2,72
101.0,0,25.25,3,4
228.3,0,76.1,2,3
49.55,0,49.55,2,1
3347.55,0,77.85,2,43
407.0,0,40.7,0,10
88.6,0,44.3,2,2
282.0,1,18.8,3,15
223.8,0,74.6,0,3
3896.75,2,59.95,1,65
542.7,1,20.1,0,27
74.4,0,74.4,2,1
721.0,1,20.6,0,35
93.2,0,46.6,0,2
5979.0,2,99.65,2,60
953.05,1,19.45,1,49
106.35,0,35.45,3,3
477.6,1,19.9,3,24
5524.2,2,89.1,1,62
2227.5,0,89.1,2,25
888.5,0,88.85,2,10
3631.4,2,54.2,0,67
593.6,0,84.8,2,7
1944.0,0,81.0,0,24
8355.6,2,116.05,0,72
3916.7,2,73.9,0,53
173.7,0,86.85,3,2
377.75,0,75.55,2,5
1843.4,1,35.45,3,52
5353.2,2,74.35,2,72
5547.5,2,79.25,0,70
181.35,1,20.15,3,9
39.0,0,19.5,3,2
1677.2,1,59.9,2,28
6188.400000000001,2,85.95,0,72
1686.3,0,40.15,0,42
1122.0,0,102.0,2,11
3031.7000000000003,1,49.7,0,61
4769.1,2,75.7,3,63
45.85,0,45.85,3,1
1112.05,1,48.35,1,23
1235.25,2,20.25,1,61
136.5,1,19.5,3,7
285.6,1,20.4,0,14
2034.35,0,88.45,0,23
825.75,0,91.75,0,9
1095.05,0,99.55,2,11
3607.2,1,75.15,2,48
1256.85,2,19.95,0,63
599.7,0,99.95,3,6
254.75,0,50.95,1,5
6160.0,2,88.0,1,70
530.0,0,66.25,2,8
1147.7,1,24.95,3,46
117.3,0,19.55,3,6
5739.200000000001,2,84.4,1,68
640.15,0,20.65,2,31
461.15,1,20.05,3,23
503.4,0,83.9,2,6
50.75,0,50.75,2,1
158.9,0,79.45,2,2
4054.9,0,94.3,2,43
908.5,2,19.75,1,46
4863.25,1,99.25,1,49
4834.8,1,94.8,2,51
2601.2000000000003,1,92.9,0,28
5970.25,0,91.85,0,65
4253.400000000001,0,83.4,0,51
20.65,0,20.65,2,1
75.35,0,75.35,2,1
489.6,1,20.4,1,24
1665.6,1,34.7,3,48
80.3,0,80.3,2,1
108.3,0,54.15,3,2
1497.15,1,55.45,0,27
49.9,0,49.9,3,1
4088.0,1,58.4,0,70
2637.25,0,75.35,1,35
3306.4500000000003,1,49.35,0,67
91.7,0,45.85,3,2
308.25,1,20.55,3,15
19.55,0,19.55,3,1
1537.6,1,24.8,0,62
729.0,2,20.25,0,36
20.1,0,20.1,3,1
7545.599999999999,2,104.8,0,72
5558.0,1,79.4,0,70
53.95,0,53.95,2,1
1400.4,1,58.35,2,24
2821.5,1,62.7,1,45
574.2,1,19.8,3,29
2923.8,0,88.6,1,33
702.8000000000001,0,100.4,2,7
562.1,0,80.3,3,7
1316.7,0,73.15,2,18
38.5,0,19.25,3,2
5270.099999999999,2,79.85,0,66
58.8,0,19.6,3,3
1904.4,2,26.45,1,72
4806.0,2,66.75,1,72
588.9,0,45.3,2,13
2062.8,0,85.95,2,24
5236.0,2,74.8,1,70
6901.2,2,97.2,2,71
3332.0,2,59.5,1,56
561.3,0,93.55,0,6
45.3,0,45.3,2,1
943.95,0,44.95,2,21
916.3,0,65.45,2,14
856.05,0,65.85,2,13
1130.4,0,94.2,2,12
5892.25,0,90.65,2,65
2529.0,0,84.3,1,30
49.0,0,24.5,2,2
241.2,0,20.1,1,12
6006.0,1,107.25,2,56
6194.150000000001,2,92.45,0,67
203.6,0,50.9,2,4
6136.0,0,94.4,2,65
6069.0,2,101.15,1,60
3681.5,0,99.5,2,37
1425.6,2,19.8,1,72
5215.599999999999,1,100.3,2,52
1389.7,0,106.9,2,13
5423.599999999999,0,96.85,2,56
1053.15,2,20.65,0,51
411.95,0,58.85,3,7
1601.4,0,94.2,2,17
360.9,2,20.05,1,18
4970.0,1,99.4,2,50
1748.8,0,54.65,0,32
74.7,0,74.7,2,1
4353.900000000001,1,94.65,2,46
316.0,0,19.75,2,16
70.8,0,70.8,3,1
5041.349999999999,1,98.85,2,51
2722.5,2,108.9,2,25
348.4,0,43.55,3,8
1773.75,1,53.75,1,33
3526.2,2,65.3,0,54
451.8,2,25.1,3,18
554.85,1,20.55,3,27
6871.4,1,101.05,1,68
1501.55,2,25.45,3,59
4303.599999999999,0,76.85,0,56
1828.8,2,25.4,0,72
3893.4,1,72.1,3,54
965.85,2,20.55,3,47
2152.5,1,43.05,0,50
7394.650000000001,2,104.15,1,71
44.75,0,44.75,3,1
226.5,0,75.5,2,3
737.1,2,35.1,3,21
3336.3,2,50.55,0,66
4584.0,2,95.5,3,48
4702.349999999999,0,100.05,2,47
1437.0,1,23.95,1,60
3352.2,1,90.6,0,37
1449.9,0,80.55,1,18
6469.2,2,89.85,1,72
544.5,0,90.75,2,6
3087.15,1,93.55,2,33
3386.25,0,96.75,3,35
2919.3,0,78.9,1,37
69.65,0,69.65,2,1
1735.95,2,24.45,0,71
1360.8,0,85.05,1,16
3996.0,0,74.0,0,54
6141.599999999999,2,85.3,0,72
957.6,0,79.8,2,12
1390.35,2,20.15,0,69
2470.8,0,102.95,1,24
158.0,1,19.75,3,8
600.05,0,54.55,2,11
393.75,0,43.75,2,9
2662.2,0,78.3,2,34
3128.4,2,47.4,3,66
846.65,2,20.65,1,41
309.6,0,19.35,3,16
6831.5,2,105.1,1,65
548.1,1,20.3,3,27
7191.0,1,105.75,1,68
2447.2000000000003,0,106.4,2,23
671.5500000000001,2,20.35,3,33
2237.5,0,89.5,2,25
8240.4,2,114.45,0,72
797.55,2,20.45,0,39
1240.0,2,20.0,0,62
1046.75,2,19.75,0,53
5273.5,2,99.5,3,53
1476.0,1,82.0,1,18
5524.2,0,89.1,2,62
4571.0,2,65.3,1,70
2825.55,1,104.65,0,27
6301.3,1,103.3,0,61
5504.049999999999,0,103.85,2,53
5613.3,1,103.95,0,54
7142.4,2,111.6,0,64
2991.0,0,99.7,2,30
1027.5,2,20.55,1,50
3984.3,1,104.85,2,38
7102.8,2,98.65,0,72
4120.35,0,105.65,2,39
1935.0,0,64.5,3,30
2470.0,0,95.0,2,26
515.7,0,85.95,3,6
862.4,0,53.9,3,16
2863.65,1,56.15,2,51
1676.1999999999998,1,98.6,0,17
78.8,0,78.8,2,1
1243.1,2,20.05,1,62
841.75,1,64.75,2,13
4675.2,1,73.05,1,64
3731.2,0,84.8,1,44
1807.2,0,112.95,2,16
372.0,0,24.8,2,15
1463.4,2,40.65,1,36
90.85,0,90.85,2,1
1680.0,0,70.0,1,24
1191.0,2,19.85,0,60
274.5,0,91.5,1,3
1452.8,0,90.8,0,16
5669.400000000001,2,85.9,0,66
6880.5,1,104.25,2,66
918.0,1,20.4,2,45
4762.25,0,110.75,0,43
1405.8,2,19.8,1,71
45.05,0,45.05,3,1
71.0,0,71.0,2,1
1629.0,0,81.45,2,20
3477.5,2,53.5,0,65
380.0,0,20.0,2,19
720.0,1,20.0,3,36
7710.599999999999,2,108.6,1,71
24.8,0,24.8,2,1
2252.25,0,68.25,2,33
3869.5,2,54.5,0,71
881.4,0,67.8,0,13
562.5999999999999,2,19.4,3,29
935.35,0,71.95,2,13
1248.5,2,56.75,0,22
694.75,0,99.25,2,7
1193.8,0,25.4,2,47
527.8000000000001,0,20.3,2,26
778.6999999999999,0,59.9,2,13
2334.8,0,89.8,2,26
40.8,0,20.4,3,2
97.8,0,24.45,2,4
4209.400000000001,2,80.95,0,52
273.15,0,91.05,2,3
6866.5,1,110.75,0,62
6573.0,2,93.9,0,70
7391.099999999999,1,104.1,1,71
2466.75,1,35.75,0,69
917.0,1,26.2,0,35
6463.799999999999,2,102.6,2,63
7272.6,2,105.4,1,69
7192.8,2,99.9,0,72
2894.4,0,80.4,2,36
2400.75,0,72.75,0,33
2517.2000000000003,0,89.9,1,28
529.2,2,19.6,3,27
74.1,1,74.1,1,1
2772.0,2,38.5,1,72
6174.0,2,98.0,1,63
838.1999999999999,0,69.85,3,12
304.79999999999995,2,25.4,0,12
7910.0,2,113.0,1,70
45.35,0,45.35,3,1
1782.0,0,89.1,0,20
1800.0,2,25.0,1,72
378.25,0,75.65,3,5
984.75,1,25.25,1,39
54.3,0,54.3,2,1
828.0,1,55.2,1,15
1767.6,2,24.55,2,72
858.0,2,35.75,3,24
3529.2,1,103.8,2,34
715.9499999999999,0,79.55,2,9
6339.599999999999,2,88.05,1,72
168.4,0,21.05,1,8
114.0,1,19.0,1,6
3151.8,0,87.55,2,36
1828.8,2,25.4,3,72
398.8,0,49.85,2,8
882.2,2,20.05,3,44
1256.4,0,69.8,2,18
3898.05,0,99.95,1,39
5724.0,1,95.4,0,60
39.65,0,39.65,2,1
420.0,0,20.0,3,21
5097.0,2,84.95,2,60
4386.5,1,70.75,0,62
158.4,1,19.8,2,8
1631.5,2,25.1,0,65
352.75,1,20.75,3,17
3684.0,2,61.4,2,60
211.75,0,19.25,3,11
39.9,0,19.95,3,2
2181.9,0,103.9,2,21
6804.599999999999,0,103.1,0,66
303.2,2,18.95,1,16
4956.599999999999,1,75.1,2,66
3643.2,2,79.2,3,46
6317.5,1,90.25,0,70
1465.2,2,20.35,2,72
44.6,0,44.6,3,1
24.0,0,24.0,3,1
804.8,0,100.6,2,8
98.4,0,49.2,3,2
19.2,0,19.2,3,1
348.5,1,20.5,3,17
2900.0,1,50.0,3,58
5118.25,2,86.75,2,59
1072.8000000000002,0,89.4,2,12
190.8,0,63.6,2,3
1619.2,0,50.6,1,32
172.9,0,24.7,2,7
159.2,1,19.9,1,8
1872.2,0,85.1,2,22
6375.599999999999,2,96.6,3,66
1734.2,0,75.4,0,23
86.0,0,86.0,2,1
1372.35,0,65.35,0,21
672.75,0,74.75,2,9
2475.0,0,56.25,0,44
1191.0,0,79.4,2,15
4958.0,2,74.0,1,67
5502.0,1,98.25,2,56
116.2,0,29.05,2,4
3403.4500000000003,2,79.15,1,43
5011.150000000001,0,82.15,2,61
2877.6000000000004,1,65.4,2,44
682.65,0,75.85,2,9
8337.6,2,115.8,0,72
667.4499999999999,0,95.35,2,7
399.6,0,44.4,3,9
1017.45,2,19.95,3,51
1943.7,1,29.45,1,66
347.2,1,24.8,1,14
201.5,2,20.15,3,10
328.95000000000005,1,19.35,3,17
4579.200000000001,0,95.4,2,48
379.05,2,19.95,3,19
19.3,0,19.3,3,1
1231.65,2,19.55,3,63
7038.349999999999,2,105.05,2,67
4003.65,2,63.55,3,63
4913.2,1,69.2,2,71
1931.4,1,53.65,3,36
1464.8,0,91.55,2,16
41.1,0,20.55,3,2
7556.400000000001,1,104.95,2,72
1323.6,0,55.15,2,24
4273.5,0,101.75,2,42
938.25,2,20.85,3,45
5870.5,1,99.5,0,59
6048.0,1,96.0,2,63
20.25,0,20.25,3,1
2580.0,2,60.0,2,43
6194.75,2,87.25,1,71
525.5999999999999,0,43.8,0,12
478.75,0,19.15,3,25
6015.599999999999,2,83.55,1,72
330.0,0,55.0,2,6
760.5,1,25.35,0,30
4611.5,1,100.25,2,46
146.5,0,73.25,1,2
4998.45,0,106.35,2,47
1744.2,2,34.2,0,51
871.5,2,20.75,0,42
6283.7,0,101.35,2,62
102.75,0,20.55,1,5
3808.05,0,71.85,2,53
987.0,0,98.7,2,10
1034.1,0,57.45,2,18
19.75,0,19.75,3,1
4360.5,2,85.5,1,51
5218.55,1,85.55,0,61
312.55,0,44.65,0,7
5192.5,0,103.85,0,50
320.4,0,80.1,2,4
4004.4,0,85.2,0,47
1998.4,0,62.45,0,32
90.5,0,45.25,2,2
985.5,0,36.5,0,27
555.5,0,55.55,3,10
80.25,0,80.25,2,1
1555.05,0,74.05,0,21
252.6,0,21.05,1,12
19.75,0,19.75,3,1
999.6,2,19.6,1,51
176.10000000000002,0,58.7,1,3
7736.400000000001,2,107.45,3,72
44.4,0,44.4,3,1
427.0,0,85.4,2,5
85.05,0,85.05,2,1
1656.6,2,25.1,3,66
4596.349999999999,2,75.35,1,61
3185.6,0,99.55,1,32
1257.75,2,19.35,0,65
4145.099999999999,1,101.1,0,41
1257.2,0,89.8,3,14
179.1,0,89.55,0,2
1682.0,1,58.0,1,29
512.0,0,51.2,2,10
2232.0,0,69.75,0,32
139.65,0,19.95,3,7
5491.849999999999,2,77.35,1,71
214.5,1,19.5,3,11
41.5,0,20.75,3,2
21.05,0,21.05,3,1
455.4,1,19.8,3,23
6271.3,2,101.15,0,62
549.85,0,78.55,0,7
8069.150000000001,2,113.65,1,71
174.3,0,87.15,0,2
4950.0,2,68.75,1,72
1409.35,2,19.85,0,71
965.4,0,80.45,2,12
132.89999999999998,0,44.3,3,3
2082.15,0,99.15,0,21
157.6,0,19.7,0,8
195.0,1,19.5,3,10
149.7,0,49.9,3,3
4373.2,0,84.1,2,52
1110.6999999999998,2,19.15,0,58
2719.8,1,75.55,3,36
4944.05,2,81.05,3,61
1243.1,2,20.05,1,62
8269.199999999999,2,114.85,0,72
5507.65,0,93.35,2,59
265.2,0,20.4,2,13
3061.7,0,90.05,1,34
45.7,0,45.7,2,1
1197.9,0,54.45,2,22
1721.75,2,24.25,1,71
4412.45,0,90.05,1,49
810.9,0,90.1,2,9
311.4,0,77.85,2,4
1807.2,2,25.1,1,72
2487.5,0,99.5,2,25
25.1,0,25.1,2,1
831.6,1,19.8,0,42
3466.75,0,99.05,2,35
24.7,0,24.7,3,1
56.400000000000006,0,18.8,3,3
2633.4,1,59.85,0,44
4275.0,1,95.0,1,45
30.2,0,30.2,2,1
6429.05,2,90.55,0,71
1727.1,0,95.95,1,18
149.8,0,74.9,3,2
50.45,0,50.45,3,1
3300.0,0,100.0,2,33
6386.400000000001,2,88.7,1,72
4007.95,1,56.45,2,71
147.1,0,73.55,0,2
1145.7,2,20.1,0,57
2649.4,1,50.95,0,52
5081.3,0,103.7,0,49
70.75,0,70.75,3,1
20.9,0,20.9,3,1
144.54999999999998,0,20.65,3,7
1690.2,0,93.9,0,18
140.6,0,70.3,2,2
2036.85,0,55.05,3,37
24.05,0,24.05,3,1
2160.0,1,45.0,1,48
3555.7,0,96.1,1,37
223.5,0,74.5,2,3
1925.0,0,55.0,3,35
298.5,0,19.9,3,15
20.35,0,20.35,3,1
1479.6,2,20.55,2,72
342.0,0,19.0,2,18
172.5,0,86.25,2,2
1933.75,2,55.25,3,35
534.05,0,48.55,1,11
2048.8,0,78.8,2,26
2673.25,0,72.25,0,37
5594.400000000001,2,99.9,0,56
4122.75,2,59.75,0,69
1412.9,2,19.9,1,71
7164.099999999999,2,115.55,0,62
1750.0,0,35.0,3,50
6869.599999999999,1,110.8,2,62
5402.7,1,100.05,1,54
5462.1,2,86.7,0,63
1274.9,0,57.95,3,22
582.0,2,19.4,1,30
3049.5,1,53.5,2,57
5672.4,1,97.8,0,58
2466.75,0,44.85,2,55
3770.3,0,101.9,0,37
108.9,0,54.45,3,2
4321.8,0,88.2,2,49
1892.4,0,78.85,2,24
1602.25,1,55.25,2,29
44.7,0,44.7,1,1
7916.400000000001,2,109.95,1,72
704.55,0,64.05,0,11
483.0,0,69.0,2,7
1215.4,2,20.6,3,59
3801.2,1,55.9,0,68
6304.7,2,94.1,1,67
158.4,0,79.2,2,2
2811.7000000000003,0,90.7,2,31
1028.0,2,64.25,3,16
80.15,0,80.15,1,1
1595.4499999999998,0,93.85,2,17
624.0500000000001,0,89.15,2,7
20.95,0,20.95,0,1
362.5,0,36.25,2,10
180.7,0,90.35,2,2
5327.7,2,90.3,1,59
225.15,0,75.05,1,3
6127.2,2,85.1,3,72
1959.1,0,89.05,2,22
657.15,0,50.55,3,13
452.5,0,45.25,3,10
1622.25,2,46.35,1,35
7029.0,2,99.0,2,71
2396.8,0,74.9,2,32
279.0,0,55.8,3,5
2630.35,0,84.85,2,31
2079.2000000000003,0,45.2,1,46
1583.0,0,79.15,2,20
798.5,0,79.85,2,10
5045.45,0,107.35,0,47
2073.4500000000003,0,90.15,3,23
1980.3,0,94.3,2,21
5673.15,1,90.05,1,63
100.3,0,50.15,1,2
99.75,0,19.95,3,5
321.0,0,80.25,2,4
3445.0,2,66.25,1,52
509.6,1,19.6,0,26
140.4,0,70.2,0,2
20.15,0,20.15,3,1
2389.2,2,54.3,0,44
50.1,0,25.05,2,2
39.7,0,19.85,0,2
3549.15,0,107.55,2,33
2850.0,0,95.0,1,30
1402.8,0,100.2,2,14
19.6,0,19.6,3,1
1134.6,0,94.55,2,12
3657.2,0,89.2,2,41
923.4,0,102.6,1,9
7607.25,2,110.25,1,69
79.9,0,79.9,2,1
40.0,0,20.0,3,2
98.8,0,49.4,2,2
1669.5,2,55.65,3,30
4768.5,1,93.5,2,51
5032.5,1,100.65,2,50
1673.25,2,24.25,0,69
7735.0,2,110.5,2,70
3190.2000000000003,0,61.35,0,52
889.1999999999999,0,49.4,2,18
4100.900000000001,0,89.15,1,46
1064.25,2,19.35,0,55
377.75,0,75.55,1,5
260.54999999999995,0,86.85,2,3
113.7,0,18.95,3,6
5887.0,2,84.1,2,70
4253.9,2,72.1,0,59
2182.0,1,54.55,0,40
1412.9,2,19.9,1,71
400.5,0,80.1,3,5
859.5,0,85.95,2,10
6984.25,1,107.45,2,65
121.5,0,24.3,3,5
49.9,0,49.9,2,1
1105.8,1,19.4,3,57
5022.0,2,81.0,3,62
2073.0,2,69.1,1,30
