no_internet_service,payment_method_mailed_check,contract_one_year,monthly_charges,tenure,churn
0.0,1.0,1.0,60.8,34,0
0.0,0.0,1.0,111.95,41,1
0.0,0.0,1.0,112.35,67,0
0.0,1.0,0.0,75.9,19,0
0.0,0.0,1.0,99.65,63,0
0.0,0.0,0.0,85.2,18,1
1.0,1.0,0.0,20.65,1,0
0.0,0.0,0.0,94.0,11,1
0.0,0.0,1.0,90.4,30,0
0.0,0.0,0.0,74.95,23,1
0.0,0.0,0.0,105.05,52,1
1.0,1.0,0.0,19.85,13,0
0.0,0.0,0.0,63.35,54,0
0.0,0.0,0.0,47.95,1,0
0.0,0.0,1.0,83.65,68,0
0.0,0.0,0.0,64.4,3,0
0.0,0.0,0.0,68.5,1,1
0.0,0.0,0.0,62.65,34,1
0.0,0.0,0.0,66.15,49,0
1.0,1.0,0.0,19.65,23,0
1.0,1.0,0.0,19.8,71,0
0.0,0.0,0.0,84.8,46,0
0.0,0.0,1.0,108.25,50,0
0.0,1.0,0.0,45.3,1,1
0.0,0.0,0.0,79.85,24,0
0.0,0.0,0.0,114.7,68,0
1.0,0.0,0.0,20.9,31,0
0.0,0.0,0.0,49.85,64,0
0.0,0.0,0.0,87.25,14,1
0.0,0.0,0.0,51.7,59,0
0.0,0.0,0.0,90.8,72,0
0.0,0.0,0.0,98.1,4,1
0.0,0.0,1.0,84.05,32,1
0.0,0.0,0.0,91.05,48,0
0.0,0.0,0.0,109.65,72,0
0.0,0.0,0.0,89.85,3,0
0.0,0.0,0.0,95.9,72,0
0.0,0.0,0.0,84.3,18,0
0.0,0.0,0.0,63.1,72,0
0.0,0.0,0.0,85.95,32,1
0.0,0.0,0.0,82.0,13,1
0.0,1.0,0.0,29.8,7,0
0.0,0.0,0.0,55.9,6,1
0.0,0.0,0.0,55.2,4,0
1.0,1.0,0.0,20.45,13,0
0.0,0.0,0.0,104.05,64,0
0.0,0.0,0.0,70.5,17,0
0.0,0.0,0.0,50.85,40,0
0.0,0.0,0.0,50.55,11,0
1.0,1.0,0.0,19.95,5,0
0.0,0.0,0.0,85.6,23,0
0.0,0.0,1.0,76.75,68,0
0.0,1.0,0.0,79.15,1,0
0.0,0.0,0.0,87.55,72,0
0.0,0.0,1.0,41.1,57,0
0.0,0.0,0.0,116.05,60,0
0.0,0.0,0.0,44.7,6,0
0.0,0.0,0.0,90.4,55,0
0.0,0.0,0.0,110.1,72,0
0.0,1.0,0.0,67.95,70,0
0.0,0.0,0.0,89.4,17,1
0.0,1.0,0.0,59.9,9,0
0.0,0.0,0.0,60.5,51,0
0.0,0.0,0.0,69.9,67,0
0.0,0.0,0.0,75.8,1,1
0.0,0.0,0.0,25.25,3,1
0.0,0.0,0.0,50.95,6,0
0.0,0.0,0.0,65.5,10,0
0.0,0.0,0.0,86.05,21,0
0.0,0.0,0.0,94.1,13,1
0.0,0.0,0.0,75.2,51,0
1.0,1.0,0.0,20.75,25,0
1.0,0.0,0.0,19.9,71,0
0.0,1.0,0.0,74.75,3,0
0.0,0.0,0.0,79.5,1,1
0.0,0.0,0.0,99.1,65,0
0.0,0.0,1.0,72.45,65,1
1.0,0.0,1.0,24.4,64,0
0.0,1.0,1.0,70.6,38,0
0.0,0.0,1.0,109.8,56,0
1.0,1.0,0.0,19.75,72,0
0.0,0.0,0.0,69.4,9,0
1.0,1.0,0.0,20.3,38,0
0.0,0.0,0.0,54.9,44,0
0.0,0.0,0.0,80.4,71,0
0.0,0.0,0.0,99.65,57,0
0.0,0.0,0.0,49.05,43,1
1.0,0.0,1.0,20.05,17,0
0.0,0.0,0.0,86.8,7,1
0.0,0.0,0.0,79.75,2,1
1.0,0.0,0.0,24.9,50,0
0.0,0.0,0.0,82.65,72,0
0.0,0.0,0.0,88.95,13,0
0.0,1.0,0.0,69.6,19,0
1.0,1.0,0.0,21.25,30,0
0.0,0.0,1.0,106.45,58,1
1.0,1.0,1.0,20.65,7,0
1.0,1.0,0.0,20.5,55,0
1.0,1.0,1.0,19.5,15,0
0.0,0.0,0.0,88.85,68,0
0.0,0.0,0.0,100.1,54,1
0.0,0.0,0.0,48.25,25,0
0.0,0.0,0.0,84.3,1,1
1.0,0.0,0.0,20.7,72,0
0.0,0.0,0.0,71.9,63,0
1.0,1.0,1.0,20.25,42,0
0.0,0.0,0.0,36.65,37,0
1.0,1.0,0.0,20.35,4,1
1.0,1.0,1.0,19.45,13,0
1.0,1.0,0.0,20.85,3,0
0.0,0.0,0.0,50.8,1,1
0.0,0.0,0.0,89.95,68,0
0.0,1.0,0.0,59.65,10,0
0.0,0.0,1.0,81.45,62,0
1.0,0.0,0.0,19.9,49,0
1.0,0.0,0.0,19.95,46,0
0.0,0.0,0.0,63.9,52,0
0.0,0.0,0.0,81.95,26,0
1.0,1.0,0.0,19.95,8,0
0.0,0.0,0.0,75.55,2,1
1.0,0.0,0.0,19.7,69,0
0.0,1.0,0.0,29.15,4,0
0.0,1.0,0.0,75.9,11,0
0.0,1.0,0.0,49.2,9,0
0.0,0.0,0.0,68.85,29,1
0.0,0.0,0.0,93.25,60,0
0.0,0.0,0.0,30.75,27,1
1.0,1.0,0.0,19.6,57,0
0.0,1.0,0.0,73.6,1,1
0.0,0.0,0.0,91.7,1,1
1.0,1.0,0.0,19.85,37,0
0.0,0.0,0.0,64.8,72,0
0.0,0.0,0.0,91.15,31,1
0.0,0.0,0.0,59.45,52,0
0.0,0.0,1.0,58.95,48,0
0.0,0.0,0.0,89.25,22,1
0.0,1.0,0.0,75.0,13,1
0.0,1.0,0.0,80.25,6,0
0.0,0.0,0.0,53.65,7,0
0.0,0.0,0.0,109.0,71,0
0.0,0.0,0.0,69.65,3,1
0.0,0.0,1.0,64.4,48,0
0.0,1.0,0.0,54.8,9,0
0.0,1.0,0.0,73.75,7,1
0.0,0.0,0.0,35.0,18,1
0.0,0.0,0.0,60.25,11,0
0.0,0.0,0.0,85.3,9,0
0.0,0.0,0.0,79.25,10,1
1.0,1.0,0.0,20.2,1,0
0.0,0.0,0.0,84.95,26,1
0.0,1.0,0.0,43.9,7,0
0.0,0.0,0.0,104.4,46,0
1.0,0.0,0.0,25.85,27,0
0.0,0.0,0.0,69.65,1,1
0.0,0.0,0.0,55.8,40,1
0.0,0.0,0.0,75.2,49,1
0.0,0.0,1.0,108.45,68,1
0.0,1.0,0.0,57.65,18,0
0.0,0.0,0.0,106.15,28,1
0.0,0.0,0.0,100.65,72,0
0.0,0.0,0.0,84.95,62,0
1.0,0.0,0.0,24.95,34,0
0.0,0.0,1.0,55.65,46,0
0.0,0.0,1.0,81.7,31,0
0.0,0.0,1.0,100.5,27,0
0.0,0.0,0.0,54.45,30,0
0.0,0.0,0.0,86.2,11,0
0.0,0.0,1.0,110.0,46,1
0.0,1.0,0.0,50.15,44,0
0.0,1.0,1.0,67.7,42,0
0.0,1.0,0.0,49.55,18,1
1.0,0.0,0.0,19.4,50,0
0.0,1.0,0.0,50.7,7,0
0.0,0.0,0.0,89.9,66,0
0.0,1.0,0.0,45.8,26,0
0.0,0.0,0.0,69.1,1,1
0.0,0.0,0.0,93.15,67,0
0.0,0.0,0.0,100.5,26,0
0.0,0.0,0.0,94.6,52,0
0.0,0.0,0.0,76.6,12,0
0.0,0.0,0.0,72.85,10,1
0.0,0.0,0.0,43.95,1,0
0.0,0.0,0.0,67.45,47,0
0.0,0.0,0.0,90.45,57,0
0.0,0.0,0.0,70.85,1,1
0.0,0.0,0.0,113.8,72,0
0.0,0.0,1.0,34.2,45,0
1.0,0.0,1.0,20.25,38,0
0.0,0.0,0.0,90.1,1,0
0.0,0.0,1.0,80.85,17,0
0.0,1.0,0.0,76.45,59,0
0.0,0.0,0.0,101.35,15,1
0.0,0.0,1.0,72.8,32,0
1.0,1.0,0.0,19.55,43,0
1.0,1.0,0.0,24.65,71,0
0.0,1.0,1.0,114.65,54,0
0.0,0.0,0.0,81.0,5,1
1.0,1.0,1.0,19.55,14,0
0.0,0.0,0.0,100.15,62,1
0.0,0.0,0.0,90.15,72,0
0.0,0.0,1.0,108.3,42,0
0.0,0.0,0.0,70.15,2,0
1.0,0.0,0.0,25.7,72,0
1.0,1.0,0.0,25.1,30,0
0.0,0.0,0.0,97.1,40,1
0.0,0.0,0.0,35.05,25,0
0.0,0.0,1.0,67.05,65,0
1.0,1.0,0.0,20.4,14,0
1.0,0.0,1.0,20.1,35,0
0.0,0.0,1.0,70.25,30,0
0.0,0.0,1.0,86.45,30,0
0.0,0.0,1.0,100.3,64,0
0.0,0.0,0.0,90.3,71,0
0.0,1.0,0.0,36.85,3,1
0.0,0.0,0.0,74.85,8,0
0.0,1.0,0.0,99.0,13,1
1.0,0.0,1.0,25.05,48,0
0.0,0.0,1.0,85.2,26,0
0.0,1.0,1.0,76.35,36,0
0.0,0.0,0.0,70.35,50,0
0.0,0.0,1.0,55.35,49,0
0.0,0.0,1.0,100.55,43,0
1.0,1.0,0.0,19.35,8,0
0.0,0.0,0.0,61.2,2,0
0.0,0.0,0.0,85.7,53,0
0.0,1.0,1.0,96.9,64,0
0.0,0.0,0.0,55.5,17,0
1.0,0.0,0.0,19.5,53,0
0.0,1.0,0.0,50.7,1,0
0.0,0.0,1.0,99.7,48,0
0.0,0.0,0.0,38.5,8,0
0.0,0.0,0.0,91.1,10,0
0.0,0.0,1.0,80.8,40,0
0.0,1.0,0.0,73.6,32,0
0.0,0.0,0.0,94.55,41,0
0.0,0.0,0.0,100.25,25,1
0.0,0.0,0.0,89.1,22,0
1.0,0.0,0.0,25.45,72,0
1.0,0.0,1.0,24.6,24,0
0.0,0.0,0.0,60.45,24,0
0.0,0.0,0.0,74.65,64,0
0.0,1.0,0.0,107.95,3,0
0.0,0.0,0.0,49.8,1,0
0.0,0.0,0.0,109.4,63,0
0.0,1.0,0.0,53.45,13,0
0.0,0.0,0.0,55.0,20,0
0.0,0.0,0.0,86.2,54,0
1.0,0.0,1.0,19.6,38,0
0.0,0.0,0.0,69.75,1,1
0.0,0.0,0.0,43.9,67,0
0.0,0.0,0.0,96.8,55,1
0.0,0.0,1.0,64.15,53,0
1.0,1.0,0.0,26.1,29,0
0.0,1.0,1.0,55.7,14,0
0.0,0.0,1.0,60.35,48,1
0.0,1.0,1.0,69.55,48,0
0.0,1.0,0.0,59.55,1,0
1.0,0.0,1.0,24.85,44,0
0.0,0.0,0.0,95.95,45,0
0.0,0.0,0.0,73.85,56,1
0.0,1.0,0.0,31.1,14,0
0.0,0.0,0.0,71.3,2,0
0.0,0.0,1.0,54.1,36,0
0.0,0.0,0.0,39.5,5,1
0.0,0.0,0.0,61.4,69,0
0.0,1.0,0.0,108.15,62,0
1.0,1.0,0.0,19.9,1,0
0.0,1.0,0.0,65.0,34,0
0.0,0.0,0.0,80.75,16,0
1.0,1.0,0.0,18.8,14,0
0.0,0.0,1.0,97.95,49,0
0.0,0.0,0.0,80.25,2,1
1.0,0.0,0.0,19.15,26,0
0.0,0.0,0.0,95.9,22,0
0.0,1.0,1.0,73.9,33,1
1.0,0.0,0.0,19.5,4,0
1.0,1.0,0.0,19.65,19,0
0.0,1.0,0.0,89.55,57,0
0.0,1.0,1.0,86.35,51,0
0.0,1.0,0.0,44.15,1,1
0.0,0.0,0.0,90.4,3,0
1.0,0.0,1.0,20.2,1,0
0.0,1.0,1.0,45.9,15,0
0.0,0.0,0.0,79.75,52,0
0.0,0.0,1.0,100.3,56,1
0.0,0.0,0.0,76.95,3,1
0.0,0.0,1.0,35.4,26,0
0.0,0.0,0.0,110.8,68,0
0.0,0.0,0.0,50.55,4,0
1.0,0.0,0.0,25.55,72,0
0.0,0.0,1.0,105.95,40,0
0.0,0.0,0.0,99.5,66,1
1.0,0.0,1.0,19.85,1,0
0.0,1.0,0.0,105.0,19,0
1.0,1.0,1.0,19.55,42,0
0.0,0.0,0.0,97.7,34,0
0.0,0.0,0.0,81.1,1,1
0.0,0.0,0.0,88.7,72,0
1.0,0.0,1.0,19.85,51,0
0.0,0.0,0.0,85.45,55,1
0.0,0.0,1.0,102.45,66,1
0.0,0.0,0.0,90.05,30,0
0.0,1.0,1.0,90.15,34,0
0.0,0.0,0.0,77.75,55,1
0.0,0.0,0.0,95.1,54,0
0.0,0.0,0.0,39.3,57,1
0.0,0.0,0.0,74.35,11,1
1.0,0.0,0.0,19.65,2,0
0.0,0.0,0.0,69.35,4,0
0.0,0.0,0.0,90.95,72,0
1.0,1.0,0.0,20.05,48,0
1.0,0.0,1.0,20.65,26,0
1.0,1.0,0.0,19.8,15,0
0.0,0.0,0.0,83.2,15,0
0.0,0.0,1.0,102.45,64,0
0.0,0.0,0.0,111.25,71,0
0.0,0.0,1.0,68.8,63,0
1.0,1.0,0.0,19.9,1,0
0.0,0.0,1.0,104.4,64,0
0.0,0.0,0.0,75.95,45,0
1.0,1.0,0.0,19.6,4,0
0.0,0.0,0.0,89.9,31,1
0.0,0.0,0.0,110.0,68,1
0.0,0.0,0.0,81.75,25,0
1.0,0.0,0.0,24.75,72,0
0.0,0.0,1.0,55.8,36,0
0.0,0.0,0.0,44.0,1,0
1.0,1.0,0.0,25.35,0,0
1.0,0.0,0.0,19.8,25,0
1.0,1.0,1.0,19.2,8,0
0.0,0.0,1.0,75.1,37,0
0.0,0.0,0.0,94.75,4,0
0.0,0.0,1.0,82.85,28,0
0.0,0.0,0.0,45.4,37,0
1.0,0.0,0.0,20.45,8,0
0.0,1.0,0.0,48.75,1,0
1.0,0.0,0.0,20.05,25,0
0.0,0.0,0.0,98.35,26,1
0.0,0.0,0.0,80.85,9,1
0.0,0.0,0.0,102.8,21,1
0.0,0.0,0.0,79.85,19,1
0.0,1.0,0.0,33.6,18,0
0.0,0.0,0.0,108.15,32,1
0.0,0.0,0.0,34.65,23,0
0.0,0.0,1.0,75.0,55,0
1.0,0.0,0.0,26.45,43,0
0.0,0.0,0.0,44.7,2,1
0.0,0.0,0.0,82.75,5,0
0.0,0.0,0.0,61.4,14,0
0.0,0.0,0.0,61.3,4,0
0.0,1.0,0.0,44.55,4,0
1.0,1.0,0.0,20.1,12,0
0.0,0.0,1.0,86.45,68,0
0.0,0.0,0.0,85.6,10,1
0.0,0.0,1.0,94.85,53,1
0.0,0.0,1.0,89.0,66,0
1.0,0.0,0.0,19.4,27,0
0.0,1.0,0.0,79.6,34,1
0.0,0.0,0.0,84.8,11,1
1.0,1.0,0.0,25.55,64,0
0.0,1.0,0.0,81.9,13,0
1.0,0.0,0.0,20.2,3,0
0.0,0.0,0.0,89.55,24,0
0.0,0.0,0.0,61.45,69,0
0.0,0.0,0.0,95.5,20,0
0.0,0.0,0.0,44.8,48,0
0.0,0.0,0.0,54.45,13,1
0.0,0.0,0.0,85.55,5,0
0.0,0.0,0.0,69.95,5,0
0.0,0.0,0.0,74.3,1,0
0.0,0.0,0.0,94.4,30,1
0.0,0.0,0.0,100.75,13,0
0.0,0.0,1.0,93.7,61,0
1.0,0.0,0.0,20.45,4,0
0.0,0.0,0.0,55.2,10,1
0.0,0.0,1.0,63.9,40,0
0.0,0.0,0.0,66.25,43,0
0.0,0.0,0.0,29.85,1,0
0.0,1.0,0.0,69.5,9,0
0.0,0.0,0.0,69.85,1,1
1.0,0.0,1.0,20.25,19,0
0.0,0.0,0.0,75.2,9,0
0.0,0.0,0.0,81.15,9,0
1.0,0.0,1.0,20.05,18,0
0.0,0.0,1.0,105.7,67,0
0.0,0.0,1.0,43.8,13,0
0.0,0.0,0.0,70.05,5,1
0.0,0.0,0.0,109.9,33,0
0.0,1.0,0.0,65.1,62,0
0.0,0.0,0.0,100.55,72,0
0.0,0.0,0.0,84.5,8,1
0.0,0.0,0.0,46.0,1,1
0.0,0.0,0.0,95.1,44,0
0.0,0.0,1.0,96.65,17,0
0.0,0.0,0.0,100.05,30,1
1.0,0.0,0.0,26.0,69,0
0.0,0.0,0.0,49.7,23,0
0.0,1.0,0.0,86.2,2,1
0.0,0.0,0.0,45.0,3,1
0.0,0.0,1.0,74.65,30,0
0.0,0.0,0.0,43.85,1,0
0.0,0.0,0.0,100.15,8,0
0.0,0.0,1.0,82.95,59,0
0.0,1.0,0.0,51.3,7,0
0.0,0.0,0.0,95.15,37,0
0.0,0.0,1.0,109.2,49,0
0.0,0.0,0.0,81.9,26,0
0.0,0.0,0.0,79.55,1,1
0.0,1.0,0.0,113.95,62,0
1.0,1.0,1.0,19.55,17,0
0.0,0.0,0.0,95.0,36,0
1.0,1.0,0.0,20.5,32,0
1.0,1.0,1.0,19.95,2,0
1.0,1.0,0.0,19.3,30,0
0.0,0.0,0.0,106.1,21,1
0.0,0.0,0.0,106.05,66,1
0.0,0.0,0.0,80.35,32,1
0.0,0.0,0.0,80.4,3,1
1.0,0.0,0.0,20.2,69,0
0.0,0.0,0.0,110.1,10,1
0.0,0.0,0.0,69.25,1,1
0.0,1.0,0.0,90.65,69,0
0.0,0.0,0.0,94.3,4,1
0.0,0.0,0.0,63.3,66,0
0.0,0.0,0.0,24.15,35,0
0.0,0.0,0.0,104.6,22,0
1.0,0.0,0.0,19.4,55,0
0.0,0.0,0.0,80.8,9,1
0.0,0.0,0.0,89.8,55,0
0.0,0.0,0.0,106.05,36,0
0.0,0.0,0.0,81.45,27,1
0.0,0.0,0.0,106.7,67,0
0.0,0.0,1.0,101.5,54,1
0.0,0.0,0.0,39.0,62,0
0.0,1.0,1.0,52.0,56,0
0.0,1.0,0.0,109.8,34,1
0.0,0.0,0.0,86.15,33,1
0.0,1.0,0.0,93.9,5,1
1.0,1.0,0.0,19.6,16,0
0.0,1.0,0.0,88.85,34,0
0.0,0.0,1.0,105.5,58,1
0.0,0.0,1.0,70.85,66,0
1.0,0.0,1.0,20.15,37,0
0.0,1.0,0.0,45.5,6,0
0.0,0.0,0.0,74.2,65,0
1.0,1.0,0.0,20.45,51,0
0.0,0.0,0.0,45.35,2,1
0.0,0.0,0.0,68.35,18,0
0.0,0.0,1.0,60.5,51,0
1.0,1.0,0.0,20.25,9,0
0.0,0.0,0.0,99.7,15,0
0.0,0.0,0.0,105.55,72,0
1.0,0.0,0.0,19.35,12,0
0.0,0.0,0.0,39.6,60,0
1.0,0.0,0.0,19.4,32,0
0.0,0.0,0.0,80.5,6,1
0.0,0.0,1.0,100.0,39,0
0.0,0.0,0.0,74.75,2,0
0.0,0.0,1.0,79.05,71,0
0.0,0.0,0.0,60.15,1,1
0.0,0.0,0.0,80.2,2,1
0.0,0.0,0.0,109.7,72,0
0.0,0.0,1.0,68.6,41,0
0.0,0.0,0.0,74.85,7,0
0.0,0.0,0.0,94.55,35,0
0.0,0.0,0.0,80.45,31,0
1.0,1.0,0.0,24.45,45,0
0.0,0.0,0.0,93.35,15,1
1.0,0.0,1.0,20.05,27,0
0.0,0.0,1.0,90.7,31,0
0.0,0.0,1.0,66.5,41,1
1.0,1.0,1.0,18.8,19,0
0.0,0.0,0.0,58.6,25,1
0.0,0.0,0.0,105.35,15,0
0.0,0.0,0.0,71.65,2,0
0.0,0.0,0.0,50.25,12,1
0.0,1.0,0.0,79.35,23,0
1.0,1.0,0.0,19.9,22,0
0.0,0.0,1.0,100.55,71,0
0.0,0.0,0.0,101.3,30,0
0.0,0.0,0.0,44.9,1,1
1.0,0.0,0.0,19.25,20,0
0.0,1.0,0.0,55.55,1,0
0.0,0.0,0.0,85.3,68,0
1.0,1.0,0.0,19.9,14,0
1.0,1.0,1.0,19.85,2,1
0.0,0.0,0.0,69.95,38,0
1.0,1.0,1.0,19.65,18,0
0.0,0.0,0.0,104.35,31,0
0.0,0.0,0.0,64.05,71,0
0.0,0.0,1.0,109.9,67,0
0.0,0.0,0.0,92.3,72,0
0.0,0.0,0.0,106.35,32,1
0.0,0.0,0.0,80.8,4,1
0.0,0.0,1.0,60.0,23,0
0.0,0.0,0.0,67.45,66,0
0.0,0.0,0.0,104.9,57,0
0.0,0.0,1.0,89.65,36,0
0.0,0.0,0.0,25.15,13,0
0.0,0.0,0.0,83.3,9,1
0.0,0.0,0.0,80.85,5,0
0.0,0.0,0.0,86.15,67,0
0.0,0.0,0.0,69.9,1,1
0.0,0.0,0.0,74.8,4,1
0.0,0.0,0.0,70.3,1,1
1.0,1.0,0.0,19.55,31,1
0.0,0.0,0.0,43.3,3,1
0.0,1.0,0.0,78.9,4,0
0.0,0.0,0.0,95.0,33,0
1.0,0.0,0.0,25.15,58,0
1.0,0.0,0.0,25.4,25,0
0.0,0.0,0.0,76.05,4,1
0.0,0.0,1.0,93.65,51,0
0.0,0.0,0.0,25.15,19,0
0.0,0.0,0.0,44.05,11,1
0.0,0.0,0.0,56.35,24,0
0.0,1.0,0.0,74.15,18,0
0.0,1.0,0.0,24.25,4,1
0.0,0.0,0.0,78.1,12,1
0.0,0.0,0.0,88.2,19,1
0.0,0.0,0.0,96.6,31,0
0.0,0.0,1.0,64.05,61,0
0.0,0.0,0.0,69.7,8,0
0.0,1.0,1.0,87.2,49,0
0.0,1.0,0.0,51.0,5,1
0.0,0.0,1.0,73.45,35,0
0.0,0.0,1.0,115.65,70,1
0.0,0.0,0.0,101.45,1,1
0.0,0.0,0.0,87.6,31,0
0.0,0.0,0.0,74.3,13,1
0.0,1.0,1.0,50.8,28,0
0.0,0.0,0.0,70.35,50,0
1.0,1.0,1.0,20.05,22,0
0.0,0.0,1.0,60.7,36,0
0.0,0.0,1.0,106.0,40,0
0.0,0.0,0.0,50.1,19,0
0.0,0.0,0.0,80.85,4,1
0.0,0.0,0.0,86.45,35,1
0.0,0.0,0.0,68.9,20,0
1.0,1.0,0.0,20.4,11,0
1.0,1.0,1.0,20.25,9,0
0.0,0.0,0.0,99.0,71,0
1.0,0.0,0.0,20.1,71,0
0.0,0.0,0.0,113.15,71,0
0.0,1.0,0.0,79.2,31,0
0.0,0.0,0.0,69.6,1,1
0.0,0.0,1.0,75.5,31,0
0.0,1.0,0.0,70.9,1,1
0.0,1.0,0.0,69.4,1,1
0.0,0.0,0.0,79.7,67,1
0.0,0.0,0.0,94.5,43,0
0.0,0.0,0.0,86.55,21,0
0.0,0.0,0.0,106.35,61,0
1.0,0.0,0.0,24.65,72,0
1.0,1.0,0.0,25.4,6,0
1.0,1.0,0.0,19.75,47,0
1.0,0.0,1.0,20.45,24,0
0.0,0.0,1.0,81.4,39,0
1.0,0.0,0.0,25.3,65,0
0.0,0.0,0.0,85.55,1,1
0.0,0.0,0.0,87.95,6,0
0.0,0.0,0.0,100.65,56,1
0.0,0.0,1.0,68.75,23,0
1.0,0.0,0.0,20.05,34,0
1.0,0.0,0.0,20.5,21,0
0.0,0.0,0.0,69.4,62,0
1.0,0.0,0.0,19.85,62,0
0.0,0.0,1.0,111.5,51,0
0.0,0.0,0.0,56.8,18,0
0.0,0.0,0.0,73.95,34,1
0.0,0.0,0.0,94.35,61,0
0.0,1.0,0.0,49.95,2,0
0.0,0.0,0.0,55.3,72,0
0.0,0.0,1.0,110.5,53,0
0.0,0.0,0.0,78.95,6,0
0.0,0.0,0.0,84.35,24,0
0.0,0.0,0.0,70.8,68,0
0.0,0.0,0.0,60.0,47,0
0.0,1.0,0.0,85.5,47,1
1.0,0.0,0.0,19.2,36,0
1.0,1.0,0.0,19.85,9,0
0.0,0.0,1.0,100.7,61,0
0.0,0.0,0.0,79.35,72,0
0.0,0.0,1.0,54.95,35,0
1.0,1.0,1.0,26.8,25,0
0.0,0.0,0.0,101.4,35,1
0.0,0.0,1.0,57.6,24,0
1.0,0.0,0.0,25.15,56,1
0.0,0.0,0.0,93.6,26,0
0.0,0.0,0.0,80.45,72,0
0.0,0.0,1.0,64.65,37,0
0.0,0.0,0.0,75.15,7,1
0.0,0.0,0.0,73.6,7,1
0.0,0.0,1.0,78.6,69,1
1.0,0.0,0.0,19.6,8,0
0.0,0.0,1.0,30.25,12,0
1.0,1.0,1.0,25.7,44,0
0.0,0.0,0.0,81.0,72,0
0.0,0.0,0.0,94.45,56,1
1.0,1.0,1.0,20.1,10,0
0.0,0.0,0.0,69.1,1,1
0.0,0.0,0.0,54.25,47,0
1.0,0.0,0.0,20.4,44,0
0.0,0.0,0.0,78.5,3,1
0.0,0.0,0.0,71.15,8,1
1.0,0.0,0.0,20.6,16,0
0.0,0.0,0.0,82.3,72,0
0.0,0.0,0.0,45.8,1,1
0.0,0.0,0.0,89.45,71,0
0.0,0.0,1.0,68.45,56,0
1.0,1.0,0.0,19.3,3,0
0.0,0.0,0.0,65.15,11,0
0.0,0.0,1.0,80.55,60,0
0.0,0.0,1.0,105.2,42,0
0.0,1.0,0.0,50.95,2,0
1.0,0.0,0.0,20.45,9,0
0.0,0.0,0.0,75.1,1,0
0.0,1.0,0.0,50.2,52,0
0.0,0.0,0.0,99.05,35,1
1.0,0.0,0.0,19.4,20,1
0.0,0.0,0.0,75.35,15,0
0.0,0.0,0.0,70.8,17,0
0.0,0.0,0.0,90.25,30,1
0.0,0.0,0.0,95.85,1,0
0.0,0.0,0.0,85.25,10,1
0.0,1.0,0.0,70.15,13,0
0.0,0.0,0.0,100.2,4,1
0.0,0.0,0.0,70.4,3,1
0.0,0.0,1.0,79.85,59,0
0.0,0.0,0.0,69.75,2,1
0.0,0.0,0.0,80.9,14,0
0.0,0.0,0.0,25.15,1,1
0.0,0.0,0.0,103.0,43,1
0.0,0.0,0.0,74.75,16,0
0.0,0.0,0.0,54.45,53,1
1.0,1.0,0.0,25.45,4,0
0.0,0.0,0.0,75.1,16,0
0.0,0.0,1.0,55.45,43,0
0.0,0.0,0.0,81.25,8,1
0.0,0.0,0.0,49.15,6,0
0.0,0.0,0.0,111.6,72,0
0.0,0.0,0.0,49.75,60,0
1.0,1.0,1.0,19.7,0,0
1.0,1.0,0.0,20.05,2,0
0.0,0.0,1.0,90.15,55,0
0.0,0.0,0.0,98.7,56,0
0.0,0.0,0.0,84.8,71,0
0.0,0.0,0.0,62.05,2,1
0.0,0.0,0.0,105.4,64,0
0.0,0.0,1.0,73.9,42,1
0.0,0.0,1.0,89.05,25,1
0.0,1.0,0.0,49.4,5,0
0.0,0.0,0.0,116.6,72,0
0.0,0.0,0.0,80.6,33,1
0.0,0.0,0.0,85.3,32,1
1.0,1.0,1.0,20.1,5,0
0.0,0.0,0.0,74.1,3,1
0.0,0.0,0.0,84.35,6,1
0.0,0.0,0.0,106.5,69,1
0.0,0.0,0.0,80.5,13,0
0.0,0.0,0.0,75.0,22,0
0.0,1.0,0.0,69.9,61,0
0.0,0.0,0.0,59.45,33,0
0.0,0.0,1.0,73.0,41,1
0.0,1.0,1.0,113.3,45,0
0.0,0.0,0.0,90.05,70,0
0.0,0.0,0.0,57.55,55,1
0.0,0.0,1.0,44.25,52,0
0.0,1.0,0.0,40.15,3,1
0.0,0.0,0.0,100.2,30,1
0.0,0.0,1.0,45.25,70,1
0.0,0.0,0.0,93.0,9,0
1.0,1.0,1.0,19.8,21,0
0.0,0.0,1.0,75.75,55,0
0.0,1.0,1.0,65.0,41,0
1.0,0.0,0.0,26.0,62,0
0.0,1.0,0.0,79.55,1,1
0.0,0.0,0.0,54.9,67,0
0.0,0.0,1.0,79.7,63,0
0.0,0.0,1.0,69.0,38,0
0.0,0.0,0.0,57.8,70,0
1.0,0.0,0.0,19.6,38,0
0.0,0.0,0.0,30.5,5,0
0.0,1.0,0.0,49.7,24,0
0.0,0.0,0.0,73.85,16,1
0.0,1.0,0.0,38.9,68,0
0.0,0.0,0.0,100.6,57,0
0.0,0.0,1.0,104.35,60,0
0.0,0.0,1.0,71.0,29,0
0.0,1.0,1.0,65.6,9,0
1.0,0.0,0.0,25.95,71,0
0.0,0.0,0.0,54.15,24,1
0.0,0.0,0.0,49.25,2,1
1.0,1.0,0.0,20.55,66,0
0.0,0.0,0.0,104.3,54,1
0.0,0.0,0.0,113.65,72,0
1.0,1.0,0.0,19.65,52,0
0.0,0.0,0.0,76.9,71,0
